#location service enabled;location service initializing;location updated;heading updated;location provider;location provider class;UTC device;UTC location;lat;lng;accuracy[m];user heading[°];device orientation[°];speed;has gps fix;satellites used;satellites in view
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.244;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;170.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.279;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;171.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.313;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;171.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.345;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;172.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.379;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;172.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.416;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;172.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.446;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;169.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.479;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;171.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.514;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;173.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.546;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;172.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.581;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;170.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.614;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;168.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.647;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;166.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.680;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;169.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.714;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;169.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.748;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;172.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.781;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;169.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.815;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;170.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.849;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;165.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.881;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;165.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.915;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;167.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132428.949;20180516-132428.000;48.35740280;15.61054710;4.0;20.0;164.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;False;unity;DeviceLocationProvider;20180516-132428.981;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;165.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.015;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;166.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.048;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;167.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.082;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;163.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.118;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;162.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.151;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;163.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.183;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;165.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.217;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;162.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.251;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;165.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.284;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;165.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.318;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;164.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.350;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;166.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.384;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;162.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.417;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;163.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.455;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;166.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.484;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;171.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.518;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;171.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.552;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;172.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.585;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;176.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.620;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;175.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.653;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;169.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.687;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;172.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.720;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;172.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.753;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;171.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.786;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;171.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.820;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;175.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.854;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;168.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.887;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;173.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.920;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;168.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132429.956;20180516-132429.000;48.35740280;15.61054610;4.0;20.0;160.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;False;unity;DeviceLocationProvider;20180516-132429.986;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;167.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.023;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;163.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.054;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;170.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.088;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;170.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.121;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;169.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.155;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;160.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.189;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;173.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.222;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;167.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.258;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;164.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.290;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;167.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.322;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;165.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.356;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;162.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.390;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;163.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.423;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;161.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.457;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;165.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.492;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;159.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.523;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;158.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.557;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;152.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.591;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;158.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.623;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;156.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.657;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;143.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.692;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;158.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.725;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;164.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.758;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;151.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.791;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;167.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.825;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;171.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.859;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;171.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.893;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;161.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.925;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;170.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132430.960;20180516-132430.000;48.35740280;15.61054610;4.0;20.0;171.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;False;unity;DeviceLocationProvider;20180516-132430.992;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;170.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132431.025;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;160.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132431.058;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;164.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132431.095;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;163.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132431.127;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;171.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132431.160;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;164.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132431.193;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;164.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132431.227;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;165.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132431.261;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;165.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132431.296;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;166.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-132431.327;20180516-132431.000;48.35739520;15.61055180;4.0;20.0;163.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
